"k" "c" "DF"
0.17 0.68 0.431296724262469
0.175 0.68 0.424585777812111
0.18 0.68 0.418129591830111
0.185 0.68 0.411914751539412
0.19 0.68 0.405928808351641
0.195 0.68 0.400160179126589
0.2 0.68 0.394598061096557
0.205 0.68 0.389232359212676
0.21 0.68 0.384053623428203
0.215 0.68 0.379052994021787
0.22 0.68 0.374222153505206
0.225 0.68 0.369553283988944
0.23 0.68 0.365039029124604
0.235 0.68 0.360672459927698
0.24 0.68 0.356447043924144
0.245 0.68 0.352356617170587
0.25 0.68 0.348395358780993
0.255 0.68 0.344557767655871
0.26 0.68 0.340838641160795
0.265 0.68 0.33723305554058
0.27 0.68 0.333736347887357
0.275 0.68 0.330344099506444
0.28 0.68 0.327052120544887
0.285 0.68 0.323856435764781
0.29 0.68 0.320753271357843
0.295 0.68 0.317739042709734
0.3 0.68 0.314810343032805
0.305 0.68 0.311963932794647
0.31 0.68 0.309196729877295
0.315 0.68 0.306505800408435
0.32 0.68 0.303888350211581
0.325 0.68 0.301341716827206
0.33 0.68 0.298863362061151
0.335 0.68 0.296450865020536
0.34 0.68 0.294101915600896
0.345 0.68 0.291814308391309
0.35 0.68 0.28958593696713
0.355 0.68 0.287414788542407
0.36 0.68 0.285298938956371
0.365 0.68 0.283236547970398
0.37 0.68 0.281225854853751
0.375 0.68 0.279265174238092
0.38 0.68 0.277352892222283
0.385 0.68 0.275487462710456
0.39 0.68 0.273667403967566
0.395 0.68 0.271891295377876
0.4 0.68 0.270157774392876
0.405 0.68 0.268465533656133
0.41 0.68 0.266813318293516
0.415 0.68 0.265199923358028
0.42 0.68 0.263624191419301
0.425 0.68 0.262085010288484
0.43 0.68 0.260581310869938
0.435 0.68 0.259112065131736
0.44 0.68 0.257676284187532
0.445 0.68 0.256273016482894
0.45 0.68 0.25490134607964
0.455 0.68 0.253560391032192
0.46 0.68 0.25224930185034
0.465 0.68 0.250967260043216
0.47 0.68 0.24971347673959
0.475 0.68 0.248487191379972
0.48 0.68 0.247287670476253
0.485 0.68 0.246114206434934
0.49 0.68 0.244966116440238
0.495 0.68 0.243842741393635
0.5 0.68 0.242743444906546
0.005 0.685 0.000495162540418732
0.01 0.685 0.00429747103890099
0.015 0.685 0.0350529352389028
0.02 0.685 0.173290157381816
0.025 0.685 0.361663282637888
0.03 0.685 0.483226999847132
0.035 0.685 0.553303766744235
0.04 0.685 0.595000975583084
0.045 0.685 0.620142117290689
0.05 0.685 0.634708453528565
0.055 0.685 0.641966476194779
0.06 0.685 0.643857647144775
0.065 0.685 0.641645117847565
0.07 0.685 0.636237526982257
0.075 0.685 0.628358408057074
0.08 0.685 0.618631716922167
0.085 0.685 0.607616186428361
0.09 0.685 0.595808173289903
0.095 0.685 0.583629218976348
0.1 0.685 0.571412530682066
0.105 0.685 0.559398134240921
0.11 0.685 0.5477398662507
0.115 0.685 0.536521498296241
0.12 0.685 0.525776514537278
0.125 0.685 0.515506550440006
0.13 0.685 0.505695694638057
0.135 0.685 0.496320063519249
0.14 0.685 0.487353409450124
0.145 0.685 0.478769974602988
0.15 0.685 0.470545693474983
0.155 0.685 0.462658530239443
0.16 0.685 0.455088425850606
0.165 0.685 0.447817104850052
0.17 0.685 0.440827856427686
0.175 0.685 0.434105333654149
0.18 0.685 0.427635382586823
0.185 0.685 0.421404900411709
0.19 0.685 0.415401718063129
0.195 0.685 0.409614502451503
0.2 0.685 0.404032674163384
0.205 0.685 0.398646337383518
0.21 0.685 0.393446219551451
0.215 0.685 0.388423618858715
0.22 0.685 0.38357035813828
0.225 0.685 0.378878744029717
0.23 0.685 0.374341530550713
0.235 0.685 0.36995188639097
0.24 0.685 0.365703365384483
0.245 0.685 0.361589879722749
0.25 0.685 0.357605675553291
0.255 0.685 0.353745310671159
0.26 0.685 0.350003634060578
0.265 0.685 0.346375767082867
0.27 0.685 0.342857086137777
0.275 0.685 0.339443206650323
0.28 0.685 0.336129968255373
0.285 0.685 0.332913421068827
0.29 0.685 0.3297898129479
0.295 0.685 0.326755577654443
0.3 0.685 0.323807323844897
0.305 0.685 0.320941824818635
0.31 0.685 0.318156008963488
0.315 0.685 0.315446950843315
0.32 0.685 0.312811862877768
0.325 0.685 0.310248087569016
0.33 0.685 0.307753090234303
0.335 0.685 0.305324452206816
0.34 0.685 0.302959864470567
0.345 0.685 0.300657121697901
0.35 0.685 0.298414116660813
0.355 0.685 0.296228834989604
0.36 0.685 0.294099350254542
0.365 0.685 0.292023819348085
0.37 0.685 0.290000478146985
0.375 0.685 0.28802763743519
0.38 0.685 0.286103679069879
0.385 0.685 0.284227052374342
0.39 0.685 0.282396270742587
0.395 0.685 0.280609908441698
0.4 0.685 0.278866597598972
0.405 0.685 0.277165025361837
0.41 0.685 0.275503931219358
0.415 0.685 0.273882104475008
0.42 0.685 0.272298381861056
0.425 0.685 0.270751645285629
0.43 0.685 0.269240819704127
0.435 0.685 0.267764871107243
0.44 0.685 0.266322804618375
0.445 0.685 0.264913662693709
0.45 0.685 0.263536523418718
0.455 0.685 0.262190498895223
0.46 0.685 0.260874733713581
0.465 0.685 0.259588403504912
0.47 0.685 0.258330713568604
0.475 0.685 0.257100897570677
0.48 0.685 0.255898216308849
0.485 0.685 0.254721956540428
0.49 0.685 0.2535714298694
0.495 0.685 0.252445971689332
0.5 0.685 0.251344940178886
0.005 0.69 0.000545032346782125
0.01 0.69 0.00507632763305126
0.015 0.69 0.043317036118072
0.02 0.69 0.201820732548917
0.025 0.69 0.388809031039593
0.03 0.69 0.502723748115067
0.035 0.69 0.567977372286008
0.04 0.69 0.606874526506325
0.045 0.69 0.630346929259271
0.05 0.69 0.64390445032649
0.055 0.69 0.650565844207445
0.06 0.69 0.652132893064654
0.065 0.69 0.649782615915041
0.07 0.69 0.644365061899018
0.075 0.69 0.636560159729753
0.08 0.69 0.626957574946211
0.085 0.69 0.616089072953788
0.09 0.69 0.604431053666511
0.095 0.69 0.592392038167939
0.1 0.69 0.580298459993596
0.105 0.69 0.568388365380205
0.11 0.69 0.556816588739038
0.115 0.69 0.545669240541757
0.12 0.69 0.534982369185784
0.125 0.69 0.524759843154187
0.13 0.69 0.514987500039568
0.135 0.69 0.505642775872621
0.14 0.69 0.496700431086506
0.145 0.69 0.488135511387995
0.15 0.69 0.479924624225196
0.155 0.69 0.47204631977241
0.16 0.69 0.464481061386568
0.165 0.69 0.457211044490742
0.17 0.69 0.450219984267399
0.175 0.69 0.443492919188765
0.18 0.69 0.437016043508694
0.185 0.69 0.430776568435446
0.19 0.69 0.424762607604628
0.195 0.69 0.418963082017747
0.2 0.69 0.413367640303733
0.205 0.69 0.407966591040516
0.21 0.69 0.402750844641009
0.215 0.69 0.397711862907357
0.22 0.69 0.392841614807856
0.225 0.69 0.388132537366228
0.23 0.69 0.383577500802343
0.235 0.69 0.379169777250199
0.24 0.69 0.374903012519547
0.245 0.69 0.370771200474265
0.25 0.69 0.366768659682199
0.255 0.69 0.362890012054137
0.26 0.69 0.359130163238488
0.265 0.69 0.355484284576623
0.27 0.69 0.351947796454225
0.275 0.69 0.348516352908226
0.28 0.69 0.345185827368526
0.285 0.69 0.341952299429578
0.29 0.69 0.338812042560069
0.295 0.69 0.335761512669819
0.3 0.69 0.332797337462124
0.305 0.69 0.329916306507524
0.31 0.69 0.327115361981586
0.315 0.69 0.324391590014945
0.32 0.69 0.321742212608822
0.325 0.69 0.319164580073534
0.33 0.69 0.316656163951325
0.335 0.69 0.314214550388185
0.34 0.69 0.311837433922374
0.345 0.69 0.309522611660002
0.35 0.69 0.307267977810444
0.355 0.69 0.305071518556565
0.36 0.69 0.302931307236656
0.365 0.69 0.300845499816817
0.37 0.69 0.298812330634113
0.375 0.69 0.296830108392332
0.38 0.69 0.29489721239352
0.385 0.69 0.293012088989737
0.39 0.69 0.291173248240571
0.395 0.69 0.289379260763032
0.4 0.69 0.287628754761408
0.405 0.69 0.285920413225524
0.41 0.69 0.284252971286686
0.415 0.69 0.282625213721344
0.42 0.69 0.281035972593188
0.425 0.69 0.279484125025045
0.43 0.69 0.277968591092534
0.435 0.69 0.276488331831997
0.44 0.69 0.275042347355702
0.445 0.69 0.273629675067825
0.45 0.69 0.272249387975121
0.455 0.69 0.270900593086624
0.46 0.69 0.269582429897055
0.465 0.69 0.268294068949023
0.47 0.69 0.267034710469362
0.475 0.69 0.265803583075295
0.48 0.69 0.264599942546378
0.485 0.69 0.263423070658429
0.49 0.69 0.262272274075908
0.495 0.69 0.261146883299413
0.5 0.69 0.260046251665197
0.005 0.695 0.000600732183065278
0.01 0.695 0.00600650446658423
0.015 0.695 0.0533026874497264
0.02 0.695 0.231153893852963
0.025 0.695 0.414056005288838
0.03 0.695 0.520650826740867
0.035 0.695 0.58153955336432
0.04 0.695 0.617924570100305
0.045 0.695 0.63990472368698
0.05 0.695 0.652566103832845
0.055 0.695 0.658705948331067
0.06 0.695 0.660000807075059
0.065 0.695 0.657549979000201
0.07 0.695 0.65215013530518
0.075 0.695 0.64444098532746
0.08 0.695 0.634980131358666
0.085 0.695 0.624273782517631
0.09 0.695 0.612779199519118
0.095 0.695 0.600892305579326
0.1 0.695 0.588932975290076
0.105 0.695 0.57713742565199
0.11 0.695 0.565661647107294
0.115 0.695 0.554594262746931
0.12 0.695 0.543974049756608
0.125 0.695 0.533807239799623
0.13 0.695 0.524081504844195
0.135 0.695 0.514775645387794
0.14 0.695 0.505865445647101
0.145 0.695 0.497326753591633
0.15 0.695 0.489136840634311
0.155 0.695 0.481274831996644
0.16 0.695 0.473721703458954
0.165 0.695 0.466460113494357
0.17 0.695 0.459474197832847
0.175 0.695 0.452749377114202
0.18 0.695 0.446272192449807
0.185 0.695 0.44003016929305
0.19 0.695 0.434011705461405
0.195 0.695 0.428205978523461
0.2 0.695 0.42260286840112
0.205 0.695 0.417192891906901
0.21 0.695 0.411967146707393
0.215 0.695 0.406917262809623
0.22 0.695 0.40203536012327
0.225 0.695 0.397314010990909
0.23 0.695 0.392746206830775
0.235 0.695 0.388325328224925
0.24 0.695 0.384045117927391
0.245 0.695 0.379899656374036
0.25 0.695 0.375883339357658
0.255 0.695 0.371990857594579
0.26 0.695 0.368217177957646
0.265 0.695 0.364557526188501
0.27 0.695 0.361007370931824
0.275 0.695 0.357562408958075
0.28 0.695 0.35421855146022
0.285 0.695 0.350971911325416
0.29 0.695 0.347818791295198
0.295 0.695 0.344755672938141
0.3 0.695 0.34177920636765
0.305 0.695 0.33888620064487
0.31 0.695 0.336073614812882
0.315 0.695 0.333338549513753
0.32 0.695 0.330678239144543
0.325 0.695 0.328090044512482
0.33 0.695 0.325571445953006
0.335 0.695 0.323120036877492
0.34 0.695 0.32073351772031
0.345 0.695 0.318409690257305
0.35 0.695 0.316146452270039
0.355 0.695 0.313941792532162
0.36 0.695 0.311793786096091
0.365 0.695 0.309700589859843
0.37 0.695 0.307660438395381
0.375 0.695 0.305671640021212
0.38 0.695 0.303732573103232
0.385 0.695 0.301841682569
0.39 0.695 0.299997476621639
0.395 0.695 0.298198523640606
0.4 0.695 0.296443449257413
0.405 0.695 0.294730933595254
0.41 0.695 0.293059708662254
0.415 0.695 0.291428555888745
0.42 0.695 0.289836303799663
0.425 0.695 0.288281825813738
0.43 0.695 0.286764038161726
0.435 0.695 0.285281897916459
0.44 0.695 0.283834401127945
0.445 0.695 0.282420581057241
0.45 0.695 0.281039506503188
0.455 0.695 0.279690280216526
0.46 0.695 0.278372037396243
0.465 0.695 0.277083944263342
0.47 0.695 0.275825196707543
0.475 0.695 0.274595019002693
0.48 0.695 0.273392662586959
0.485 0.695 0.272217404904095
0.49 0.695 0.271068548302339
0.495 0.695 0.269945418987688
0.5 0.695 0.268847366028506
0.005 0.7 0.000663035493380636
0.01 0.7 0.00711872204196902
0.015 0.7 0.06522621498588
0.02 0.7 0.260618468982251
0.025 0.7 0.437449675859709
0.03 0.7 0.537163654490764
0.035 0.7 0.594105521674404
0.04 0.7 0.628231893405414
0.045 0.7 0.64887424142257
0.05 0.7 0.660737943857595
0.055 0.7 0.666421722983979
0.06 0.7 0.667489515081347
0.065 0.7 0.664970281832576
0.07 0.7 0.659611936581672
0.075 0.7 0.652017009675418
0.08 0.7 0.642713063702558
0.085 0.7 0.632182036950296
0.09 0.7 0.62086277868599
0.095 0.7 0.60913895745577
0.1 0.7 0.59732402563647
0.105 0.7 0.585652448189148
0.11 0.7 0.574281469802143
0.115 0.7 0.563302358543799
0.12 0.7 0.552756761670214
0.125 0.7 0.542653394148175
0.13 0.7 0.532981845034569
0.135 0.7 0.523722324207924
0.14 0.7 0.514851655740581
0.145 0.7 0.506346488266068
0.15 0.7 0.498184747083849
0.155 0.7 0.490346119882014
0.16 0.7 0.482812082979883
0.165 0.7 0.475565748071789
0.17 0.7 0.468591664010804
0.175 0.7 0.46187562846629
0.18 0.7 0.455404526266667
0.185 0.7 0.449166195644989
0.19 0.7 0.443149318508739
0.195 0.7 0.437343330011491
0.2 0.7 0.431738343271072
0.205 0.7 0.426325085933659
0.21 0.7 0.421094846056828
0.215 0.7 0.416039425396863
0.22 0.7 0.411151098647651
0.225 0.7 0.406422577522447
0.23 0.7 0.40184697882532
0.235 0.7 0.397417795849739
0.24 0.7 0.393128872584814
0.245 0.7 0.38897438031776
0.25 0.7 0.384948796303267
0.255 0.7 0.381046884233356
0.26 0.7 0.377263676289818
0.265 0.7 0.373594456599032
0.27 0.7 0.370034745938511
0.275 0.7 0.366580287567865
0.28 0.7 0.363227034075515
0.285 0.7 0.35997113514747
0.29 0.7 0.356808926176658
0.295 0.7 0.353736917641333
0.3 0.7 0.350751785189354
0.305 0.7 0.347850360372078
0.31 0.7 0.345029621977504
0.315 0.7 0.342286687917296
0.32 0.7 0.339618807626677
0.325 0.7 0.337023354939879
0.33 0.7 0.334497821407195
0.335 0.7 0.332039810022536
0.34 0.7 0.329647029332977
0.345 0.7 0.327317287904111
0.35 0.7 0.325048489117055
0.355 0.7 0.322838626274857
0.36 0.7 0.320685777997722
0.365 0.7 0.318588103888006
0.37 0.7 0.316543840447355
0.375 0.7 0.314551297229631
0.38 0.7 0.312608853214435
0.385 0.7 0.310714953387126
0.39 0.7 0.308868105512238
0.395 0.7 0.307066877088089
0.4 0.7 0.305309892471231
0.405 0.7 0.303595830160176
0.41 0.7 0.301923420228546
0.415 0.7 0.300291441898456
0.42 0.7 0.298698721245576
0.425 0.7 0.297144129027869
0.43 0.7 0.295626578630553
0.435 0.7 0.294145024120305
0.44 0.7 0.292698458402208
0.445 0.7 0.291285911473352
0.45 0.7 0.289906448767395
0.455 0.7 0.288559169584763
0.46 0.7 0.287243205603506
0.465 0.7 0.285957719466155
0.47 0.7 0.284701903438202
0.475 0.7 0.283474978134117
0.48 0.7 0.282276191307074
0.485 0.7 0.281104816698779
0.49 0.7 0.279960152946046
0.495 0.7 0.278841522540941
0.5 0.7 0.277748270841539
0.005 0.705 0.000732830494831938
0.01 0.705 0.0084499428545744
0.015 0.705 0.0792626679949764
0.02 0.705 0.28963736642417
0.025 0.705 0.459082829500011
0.03 0.705 0.552403816305639
0.035 0.705 0.605775996589256
0.04 0.705 0.63786698129236
0.045 0.705 0.657307031760623
0.05 0.705 0.668459358035876
0.055 0.705 0.67374433746378
0.06 0.705 0.674624342883102
0.065 0.705 0.672064502227823
0.07 0.705 0.666768084575531
0.075 0.705 0.659303185470149
0.08 0.705 0.650169177708715
0.085 0.705 0.639824909630538
0.09 0.705 0.62869147468735
0.095 0.705 0.617140566556612
0.1 0.705 0.605479287567659
0.105 0.705 0.593940364509261
0.11 0.705 0.582682340650313
0.115 0.705 0.571799223378184
0.12 0.705 0.561335649914349
0.125 0.705 0.551302929957111
0.13 0.705 0.541692650875914
0.135 0.705 0.532486478069702
0.14 0.705 0.523662292883263
0.145 0.705 0.515197543487849
0.15 0.705 0.507070798514492
0.155 0.705 0.499262294378102
0.16 0.705 0.49175399450922
0.165 0.705 0.484529452285866
0.17 0.705 0.477573620517972
0.175 0.705 0.47087266706239
0.18 0.705 0.464413815692399
0.185 0.705 0.458185214411945
0.19 0.705 0.452175827678041
0.195 0.705 0.446375347894599
0.2 0.705 0.440774122020523
0.205 0.705 0.435363089968605
0.21 0.705 0.43013373224635
0.215 0.705 0.425078024908378
0.22 0.705 0.420188400358456
0.225 0.705 0.415457712888231
0.23 0.705 0.410879208098931
0.235 0.705 0.406446495545614
0.24 0.705 0.402153524088306
0.245 0.705 0.397994559543595
0.25 0.705 0.393964164312997
0.255 0.705 0.390057178727674
0.26 0.705 0.386268703897659
0.265 0.705 0.382594085891392
0.27 0.705 0.379028901100707
0.275 0.705 0.375568942669518
0.28 0.705 0.372210207882735
0.285 0.705 0.368948886426637
0.29 0.705 0.365781349443714
0.295 0.705 0.362704139314707
0.3 0.705 0.359713960108483
0.305 0.705 0.356807668647047
0.31 0.705 0.353982266138539
0.315 0.705 0.351234890335803
0.32 0.705 0.348562808182186
0.325 0.705 0.345963408909701
0.33 0.705 0.343434197557805
0.335 0.705 0.340972788883672
0.34 0.705 0.338576901637307
0.345 0.705 0.336244353176895
0.35 0.705 0.333973054401766
0.355 0.705 0.331761004982032
0.36 0.705 0.329606288865524
0.365 0.705 0.327507070044095
0.37 0.705 0.325461588562631
0.375 0.705 0.323468156755303
0.38 0.705 0.321525155694692
0.385 0.705 0.319631031840406
0.39 0.705 0.317784293874732
0.395 0.705 0.315983509713742
0.4 0.705 0.314227303683018
0.405 0.705 0.312514353847913
0.41 0.705 0.31084338948895
0.415 0.705 0.309213188713561
0.42 0.705 0.307622576195957
0.425 0.705 0.306070421037473
0.43 0.705 0.304555634740211
0.435 0.705 0.303077169287275
0.44 0.705 0.301634015323349
0.445 0.705 0.300225200429723
0.45 0.705 0.298849787488298
0.455 0.705 0.297506873129409
0.46 0.705 0.296195586258666
0.465 0.705 0.294915086658283
0.47 0.705 0.293664563658671
0.475 0.705 0.29244323487632
0.48 0.705 0.291250345014261
0.485 0.705 0.290085164721595
0.49 0.705 0.288946989508828
0.495 0.705 0.287835138715919
0.5 0.705 0.286748954530165
0.005 0.71 0.000811139003992539
0.01 0.71 0.0100445219259807
0.015 0.71 0.0955156391087962
0.02 0.71 0.317762549880254
0.025 0.71 0.479072894503189
0.03 0.71 0.566498531183624
0.035 0.71 0.616639082926286
0.04 0.71 0.646891541922028
0.045 0.71 0.665248517643592
0.05 0.71 0.675765329827409
0.055 0.71 0.680701713083116
0.06 0.71 0.681428181237257
0.065 0.71 0.6788517783509
0.07 0.71 0.673634806842973
0.075 0.71 0.666313415659281
0.08 0.71 0.657360488459277
0.085 0.71 0.647212877134001
0.09 0.71 0.636274517493918
0.095 0.71 0.624905358314039
0.1 0.71 0.613406171201871
0.105 0.71 0.602007903966163
0.11 0.71 0.590870394163431
0.115 0.71 0.580090447468269
0.12 0.71 0.569715790851048
0.125 0.71 0.559760432345059
0.13 0.71 0.550218038257011
0.135 0.71 0.541071777814216
0.14 0.71 0.532300609287102
0.145 0.71 0.523882780485091
0.15 0.71 0.515797492932831
0.155 0.71 0.508025517327567
0.16 0.71 0.500549289590587
0.165 0.71 0.493352791816224
0.17 0.71 0.486421370092401
0.175 0.71 0.479741554110176
0.18 0.71 0.473300900348537
0.185 0.71 0.467087862171592
0.19 0.71 0.461091683718253
0.195 0.71 0.45530231305982
0.2 0.71 0.44971033047286
0.205 0.71 0.444306888479943
0.21 0.71 0.43908366108412
0.215 0.71 0.434032800247497
0.22 0.71 0.429146898139267
0.225 0.71 0.424418954032917
0.23 0.71 0.419842344995709
0.235 0.71 0.41541079970973
0.24 0.71 0.411118374910703
0.245 0.71 0.406959434041326
0.25 0.71 0.402928627799625
0.255 0.71 0.39902087632657
0.26 0.71 0.395231352826099
0.265 0.71 0.391555468448388
0.27 0.71 0.387988858296532
0.275 0.71 0.384527368439712
0.28 0.71 0.381167043834058
0.285 0.71 0.377904117066798
0.29 0.71 0.374734997850858
0.295 0.71 0.371656263206453
0.3 0.71 0.368664648273912
0.305 0.71 0.365757037708272
0.31 0.71 0.36293045761155
0.315 0.71 0.360182067963033
0.32 0.71 0.357509155511776
0.325 0.71 0.354909127098747
0.33 0.71 0.352379503378983
0.335 0.71 0.34991791291655
0.34 0.71 0.347522086627375
0.345 0.71 0.345189852546949
0.35 0.71 0.342919130901691
0.355 0.71 0.340707929464336
0.36 0.71 0.338554339175161
0.365 0.71 0.336456530012158
0.37 0.71 0.334412747094482
0.375 0.71 0.332421307004572
0.38 0.71 0.330480594315365
0.385 0.71 0.32858905830995
0.39 0.71 0.326745209881846
0.395 0.71 0.324947618604905
0.4 0.71 0.323194909962548
0.405 0.71 0.321485762726737
0.41 0.71 0.319818906477698
0.415 0.71 0.318193119256025
0.42 0.71 0.316607225339293
0.425 0.71 0.315060093135851
0.43 0.71 0.313550633188921
0.435 0.71 0.312077796284578
0.44 0.71 0.310640571657556
0.445 0.71 0.309237985289272
0.45 0.71 0.307869098292744
0.455 0.71 0.306533005379465
0.46 0.71 0.305228833403562
0.465 0.71 0.303955739978895
0.47 0.71 0.302712912164983
0.475 0.71 0.30149956521792
0.48 0.71 0.300314941402685
0.485 0.71 0.299158308863425
0.49 0.71 0.298028960548564
0.495 0.71 0.29692621318771
0.5 0.71 0.295849406317571
0.005 0.715 0.00089913864084728
0.01 0.715 0.011955486486435
0.015 0.715 0.113988420371918
0.02 0.715 0.344680883647584
0.025 0.715 0.497546920854418
0.03 0.715 0.579561169147919
0.035 0.715 0.626771968490733
0.04 0.715 0.6553597881179
0.045 0.715 0.672738878928894
0.05 0.715 0.682687050160707
0.055 0.715 0.687318952990977
0.06 0.715 0.687921790372672
0.065 0.715 0.685349624044063
0.07 0.715 0.680227090125743
0.075 0.715 0.673060656465612
0.08 0.715 0.664298288929953
0.085 0.715 0.654355863044779
0.09 0.715 0.643620709794838
0.095 0.715 0.632441224734251
0.1 0.715 0.621111825515068
0.105 0.715 0.60986159318431
0.11 0.715 0.598851611250689
